Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,SBH,SBD,SBA,WHH,WHD,WHA
E2,21/04/01,Luton,Bury,1,2,A,1,1,D,4902,Steve Tomlin,16,9,7,5,1,0,2,1,16,8,6,8,2,0,0,1,20,25,2.2,3,2.95,2,3,2.9,2.2,3.25,2.87,2.1,3.4,2.8,2.1,3.5,2.8
E2,21/04/01,Northampton,Colchester,2,0,H,1,0,H,5012,Andy Hall,16,15,6,4,1,0,4,3,12,17,2,3,0,3,0,0,0,30,1.95,3.15,3.35,1.9,3,3.1,2.1,3.25,3,2.1,3.25,2.9,2,3.25,3.25
E2,21/04/01,Notts County,Bristol City,2,1,H,0,1,A,5369,Chris Foy,16,12,9,6,0,1,4,7,6,8,5,5,1,3,0,0,10,30,2.3,3.1,2.7,2.1,3,2.8,2.25,3.25,2.75,2.25,3.4,2.6,2.1,3.4,2.87
E2,21/04/01,Peterboro,Bournemouth,1,2,A,1,0,H,6318,Micharl Ryan,14,11,5,5,0,0,2,3,10,15,2,1,0,5,0,0,0,50,2.3,3.1,2.7,2.4,3,2.3,2.25,3.25,2.75,2.5,3.25,2.38,2.62,3.2,2.37
E2,21/04/01,Reading,Walsall,2,2,D,2,1,H,16710,Paul Robinson,9,5,7,3,0,0,6,2,19,15,0,4,3,3,0,0,30,30,1.66,3.35,4.4,1.65,3.1,4,1.73,3.25,4.33,1.67,3.4,4.33,1.66,3.4,4.5
E2,21/04/01,Stoke,Wrexham,3,1,H,2,0,H,12687,Phil Richards,14,10,6,6,1,0,5,6,14,11,3,3,2,2,0,0,20,20,1.6,3.45,4.7,1.6,3.2,4.2,1.61,3.4,5,1.62,3.4,4.75,1.66,3.4,4.5
E2,21/04/01,Swansea,Oldham,1,2,A,1,0,H,3261,P Harding,11,6,4,4,1,0,4,4,10,11,9,6,1,4,0,0,10,40,2.55,3,2.48,2.3,3,2.4,2.37,3.2,2.62,2.38,3.25,2.5,2.37,3.2,2.62
E2,21/04/01,Wigan,Rotherham,0,2,A,0,1,A,8836,Scott Mathieson,5,4,5,3,0,0,5,3,11,10,4,1,0,2,0,0,0,20,2.27,3,2.82,2,3,2.9,2,3.25,3.25,2.25,3.25,2.7,2.1,3.25,3
E2,21/04/01,Wycombe,Swindon,0,0,D,0,0,D,6844,George Cain,8,6,3,1,0,0,7,4,10,10,2,8,4,1,0,0,40,10,2.05,3.1,3.15,1.9,3.1,3,2,3.25,3.25,2.05,3.3,3,2,3.4,3.1
E2,23/04/01,Bournemouth,Wycombe,2,0,H,0,0,D,5026,Phil Prosser,15,5,6,1,0,0,5,4,12,20,10,3,2,1,0,0,20,10,1.6,3.6,4.45,1.6,3.2,4.2,1.67,3.5,4.33,1.57,3.6,4.75,1.61,3.75,4.33
E2,24/04/01,Luton,Rotherham,0,1,A,0,0,D,4854,Paul Armstrong,7,6,0,1,0,1,3,6,20,11,4,4,3,2,0,0,30,20,3.9,3.4,1.74,3.5,3.2,1.75,4,3.5,1.73,4,3.5,1.7,3.8,3.6,1.72
E2,24/04/01,Peterboro,Walsall,2,0,H,1,0,H,5549,Colin Webster,10,9,7,5,0,0,7,6,9,9,9,8,0,0,0,0,0,0,2.75,3.25,2.2,2.35,3,2.35,2.75,3.4,2.2,2.75,3.25,2.2,2.6,3.4,2.3
E2,24/04/01,Swansea,Wrexham,0,1,A,0,1,A,2665,Eddie Wolstenholme,14,10,5,4,1,0,5,1,12,15,0,9,0,2,0,0,0,20,2.65,3.25,2.28,2.35,3,2.35,2.62,3.2,2.37,2.63,3.25,2.3,2.5,3.4,2.37
E2,25/04/01,Brentford,Cambridge,2,2,D,1,0,H,3062,Trevor Parkes,10,9,4,7,2,0,7,14,15,10,4,3,0,1,0,0,0,10,2.18,3.25,2.8,2,3,2.9,2.1,3.25,3,2.2,3.4,2.63,2,3.3,3.2
E2,26/04/01,Northampton,Port Vale,0,2,A,0,2,A,4775,David Crick,5,7,3,3,0,0,1,4,6,8,0,2,0,2,0,0,0,20,2.1,3.25,2.9,2,3,2.9,2.2,3.25,2.75,2.2,3.25,2.75,2.1,3.4,2.87
E2,26/04/01,Notts County,Wycombe,0,2,A,0,1,A,3522,Paul Robinson,14,10,4,6,1,0,4,4,12,17,1,3,0,0,0,0,0,0,1.68,3.55,4,1.8,3.1,3.4,1.8,3.4,3.75,1.7,3.5,4,1.83,3.75,3.3
E2,28/04/01,Bournemouth,Northampton,2,0,H,1,0,H,6511,Scott Mathieson,21,4,9,0,1,0,7,0,9,12,0,1,1,2,0,0,10,20,1.45,3.8,5.65,1.45,3.5,5,1.4,4,6.5,1.4,3.75,6.5,1.4,4,6.5
E2,28/04/01,Bristol City,Luton,3,1,H,1,0,H,9161,Peter Walton,10,18,5,10,0,1,2,5,6,8,5,6,0,0,0,0,0,0,1.55,3.65,5,1.6,3.4,3.8,1.44,3.75,6.5,1.53,3.6,5,1.61,3.4,5
E2,28/04/01,Bury,Wycombe,1,1,D,0,0,D,4096,Colin Webster,8,5,4,4,0,0,7,5,11,12,7,4,1,1,0,0,10,10,2.05,3.25,3,2.1,3,2.8,2.25,3.25,2.75,2.1,3.4,2.8,2.1,3.4,2.87
E2,28/04/01,Cambridge,Wigan,1,2,A,1,1,D,4776,Phil Joslin,11,7,4,4,0,0,10,4,14,16,0,2,1,4,0,0,10,40,2.7,3.15,2.27,2.4,3,2.3,2.75,3.4,2.2,2.7,3.25,2.25,2.7,3.25,2.3
E2,28/04/01,Colchester,Reading,2,1,H,2,1,H,5010,Paul Danson,6,12,4,4,0,0,4,7,15,14,6,4,3,2,0,0,30,20,3.45,3.25,1.88,3,3.1,1.9,3.5,3.5,1.83,3.4,3.5,1.83,3.4,3.4,1.9
E2,28/04/01,Oldham,Stoke,1,2,A,1,0,H,9359,Steve Baines,7,17,3,6,0,0,6,14,5,5,5,15,0,0,0,0,0,0,2.65,3.1,2.33,,,,2.87,3.25,2.2,2.7,3.25,2.25,2.7,3.25,2.3
E2,28/04/01,Oxford,Swansea,3,1,H,1,1,D,4148,Paul Robinson,9,10,5,6,1,0,7,8,11,14,5,2,0,4,0,0,0,40,2.25,3.15,2.72,2.1,3,2.8,2.25,3.5,2.62,2.1,3.4,2.75,2.1,3.25,3
E2,28/04/01,Port Vale,Notts County,2,3,A,1,2,A,5236,Steve Tomlin,15,10,9,4,0,1,2,3,13,15,1,1,0,2,0,0,0,20,2.25,3.2,2.7,2.2,3.1,2.5,2.1,3.25,3,2.2,3.4,2.63,2.25,3.4,2.62
E2,28/04/01,Rotherham,Brentford,2,1,H,1,1,D,9760,Mike Pike,8,7,4,4,0,1,14,0,4,11,3,3,0,0,0,0,0,0,1.35,4.15,6.75,1.35,3.8,6.2,1.33,4,8,1.33,4.2,7,1.36,4.33,6.5
E2,28/04/01,Swindon,Peterboro,2,1,H,1,0,H,8145,Frazer Stretton,10,15,5,4,2,1,4,3,6,14,5,3,0,3,0,1,0,55,1.8,3.25,3.75,,,,1.73,3.5,4,1.8,3.5,3.5,1.8,3.5,3.6
E2,28/04/01,Walsall,Bristol Rvs,2,1,H,2,0,H,7130,Brian Curson,8,6,4,2,1,0,6,2,8,10,6,2,1,0,0,0,10,0,1.55,3.6,4.85,,,,1.67,3.5,4.33,1.6,3.6,4.5,1.66,3.6,4.2
E2,28/04/01,Wrexham,Millwall,1,1,D,1,0,H,5939,Mark Cowburn,8,6,4,4,1,0,8,9,14,18,2,3,2,1,0,0,20,10,3.3,3.3,1.9,,,,3.5,3.25,1.91,3.25,3.4,1.9,3.25,3.5,1.9
E2,30/04/01,Bristol Rvs,Port Vale,0,3,A,0,0,D,7340,Peter Walton,18,8,7,4,0,0,11,1,14,14,2,6,0,2,0,0,0,20,,,,1.7,3.2,3.6,1.67,3.4,4.33,1.73,3.4,4,1.8,3.4,3.75
E2,01/05/01,Cambridge,Colchester,2,1,H,0,0,D,5317,Peter Jones,14,5,9,2,0,0,4,3,14,8,2,1,1,0,0,0,10,0,1.9,3.3,3.35,1.9,3.1,3,1.73,3.4,4,1.83,3.4,3.5,1.9,3.2,3.6
E2,01/05/01,Oxford,Port Vale,1,1,D,0,0,D,7080,David Laws,13,5,5,3,0,0,4,3,11,6,1,3,1,0,0,0,10,0,2.3,3.3,2.6,,,,2.2,3.5,2.62,2.3,3.4,2.5,2.3,3.6,2.5
E2,01/05/01,Swansea,Brentford,6,0,H,2,0,H,2002,Steve Baines,12,11,9,3,0,2,10,6,11,11,3,1,0,0,0,0,0,0,2.6,3.25,2.32,2.6,3,2.2,2.75,3.25,2.25,2.5,3.25,2.38,2.62,3,2.5
E2,02/05/01,Bristol Rvs,Wycombe,1,2,A,0,0,D,8264,David Crick,17,14,11,5,1,0,10,3,19,15,6,4,1,2,0,0,10,20,1.75,3.4,3.8,,,,1.61,3.5,4.5,1.67,3.5,4.2,1.66,3.4,4.5
E2,03/05/01,Brentford,Luton,2,2,D,0,1,A,3287,Michael Jones,15,14,7,5,2,0,9,3,11,9,6,6,0,1,0,1,0,35,1.61,3.4,4.7,,,,1.8,3.4,3.75,1.62,3.5,4.5,1.72,3.5,4
E2,03/05/01,Notts County,Colchester,2,2,D,1,1,D,2860,Trevor Jones,16,10,6,4,0,1,9,3,11,9,0,0,1,1,0,0,10,10,1.72,3.4,4,,,,1.67,3.4,4.5,1.67,3.5,4.2,1.61,3.4,5
E2,03/05/01,Port Vale,Walsall,0,2,A,0,0,D,6027,Graham Laws,9,7,5,2,1,0,5,3,10,10,0,1,2,1,0,0,20,10,2.5,3.25,2.4,,,,3,3.25,2.1,2.5,3.25,2.4,3.1,2.9,2.25
E2,05/05/01,Brentford,Bury,3,1,H,0,0,D,4596,Paul Danson,9,8,5,3,0,0,5,8,10,19,4,4,0,0,0,0,0,0,2.1,3.25,2.9,2.2,2.9,2.7,2.37,3.4,2.5,2.2,3.25,2.7,2.1,3.25,3
E2,05/05/01,Bristol Rvs,Wrexham,4,0,H,2,0,H,6418,Paul Alcock,16,8,9,5,1,0,4,1,18,19,3,5,4,5,0,2,40,100,2.31,3.2,2.6,2.3,2.9,2.5,2.37,3.4,2.5,2.38,3.2,2.5,2.5,3.2,2.5
E2,05/05/01,Luton,Port Vale,1,1,D,1,1,D,5260,Mike Pike,12,11,6,4,1,0,5,4,6,10,2,8,0,1,0,0,0,10,2.45,3.15,2.5,2.4,2.9,2.4,2.5,3.4,2.37,2.38,3.4,2.4,2.3,3.3,2.62
E2,05/05/01,Millwall,Oldham,5,0,H,2,0,H,18510,Tony Bates,17,14,11,3,1,0,6,5,8,8,4,0,1,1,0,0,10,10,1.26,4.65,8.5,1.3,4,7,1.25,5,8,1.25,4.75,8,1.25,5,8.5
E2,05/05/01,Northampton,Walsall,0,3,A,0,0,D,5800,Jeff Winter,7,10,1,5,1,0,6,5,20,12,0,4,0,0,0,0,0,0,2.75,3.25,2.2,2.5,2.9,2.3,2.75,3.25,2.2,2.7,3.1,2.25,2.7,3.3,2.25
E2,05/05/01,Notts County,Oxford,2,1,H,1,1,D,5513,David Crick,12,14,7,5,1,0,5,5,8,8,5,3,1,2,0,0,10,20,1.46,3.8,5.75,1.35,3.8,6.2,1.53,3.6,5.5,1.5,3.5,5.5,1.44,3.75,6.5
E2,05/05/01,Peterboro,Rotherham,1,1,D,1,1,D,11274,Graham Laws,11,4,5,2,0,0,6,2,18,19,1,2,3,2,0,0,30,20,3.4,3.4,1.85,3.1,3,1.9,3.75,3.5,1.73,3.75,3.5,1.73,3.6,3.5,1.8
E2,05/05/01,Reading,Bournemouth,3,3,D,1,3,A,20589,Uriah Rennie,15,9,6,7,0,0,11,1,8,16,2,1,1,2,0,0,10,20,2.15,3.35,2.75,2.3,3,2.4,2.2,3.4,2.75,2.25,3.5,2.5,2.3,3.4,2.6
E2,05/05/01,Stoke,Swindon,4,1,H,4,0,H,20591,Trevor Parkes,13,5,7,2,0,0,5,6,11,11,4,4,2,3,0,0,20,30,1.3,4.4,7.5,1.35,3.8,6.2,1.33,4,8,1.3,4.33,7.5,1.33,4.33,7.5
E2,05/05/01,Swansea,Cambridge,1,1,D,1,1,D,3383,Chris Foy,8,8,6,5,0,0,6,9,9,7,5,4,1,2,1,0,35,20,2.25,3.2,2.75,2,2.9,3,2,3.25,3.25,2.2,3.25,2.7,2.2,3.25,2.8
E2,05/05/01,Wigan,Bristol City,0,0,D,0,0,D,10048,Matt Messias,22,6,10,3,1,0,13,0,15,12,7,4,1,1,0,0,10,10,1.43,3.85,6,1.4,3.6,5.5,1.4,4,6.5,1.4,4,6,1.44,4.2,5.5
E2,05/05/01,Wycombe,Colchester,1,1,D,0,0,D,7516,Barry Knight,8,7,3,1,0,0,5,3,12,10,0,0,1,1,0,0,10,10,2,3.1,3.3,2,2.9,3,2.1,3.25,3,2,3.3,3,1.9,3.25,3.5
E3,12/08/00,Barnet,Shrewsbury,3,0,H,2,0,H,2090,Mike North,21,10,10,5,2,0,13,5,11,12,6,3,0,1,0,0,0,10,,,,1.6,3.3,4,,,,1.67,3.5,4.33,1.66,3.4,4.5
E3,12/08/00,Blackpool,Hull,3,1,H,1,1,D,5862,Colin Webster,7,10,3,5,0,0,2,7,7,12,10,5,1,1,0,0,10,10,,,,1.7,3.2,3.6,,,,1.73,3.25,4.33,1.72,3.25,4.33
E3,12/08/00,Carlisle,Halifax,2,2,D,0,1,A,4491,Eddie Lomas,15,7,5,4,0,0,8,1,12,14,3,10,1,3,0,0,10,30,,,,2.2,3,2.6,,,,2.3,3.4,2.6,2.2,3.4,2.75
E3,12/08/00,Cheltenham,Mansfield,2,2,D,1,1,D,4051,Brian Curson,14,4,3,2,0,0,10,1,7,7,3,0,0,1,0,0,0,10,,,,1.65,3.2,3.8,,,,1.67,3.4,4.5,1.66,3.4,4.5
E3,12/08/00,Chesterfield,York,4,1,H,0,1,A,4745,M Clattenburg,17,9,10,3,0,0,5,1,11,12,3,0,4,0,0,1,40,25,,,,1.65,3.2,3.8,,,,1.62,3.5,5,1.66,3.4,4.5
E3,12/08/00,Exeter,Cardiff,1,2,A,0,1,A,3929,Trevor Parkes,6,13,3,7,0,0,8,11,11,10,3,7,1,0,0,0,10,0,,,,2.6,3,2.2,,,,2.63,3.4,2.3,2.62,3.4,2.25
E3,12/08/00,Kidderminster,Torquay,2,0,H,1,0,H,5122,Graham Poll,15,13,5,2,0,0,7,6,14,17,2,3,1,2,0,0,10,20,,,,1.9,3,3.1,,,,2,3.5,3,1.83,3.4,3.6
E3,12/08/00,Lincoln,Hartlepool,0,2,A,0,1,A,3588,Paul Danson,17,5,7,2,2,0,8,1,14,12,2,1,1,0,0,0,10,0,,,,2.2,3,2.6,,,,2.38,3.25,2.6,2.37,3.2,2.62
E3,12/08/00,Macclesfield,Scunthorpe,0,1,A,0,0,D,2561,Phil Prosser,5,13,1,5,0,2,7,8,13,16,4,6,2,3,0,0,20,30,,,,2.1,3,2.8,,,,2.38,3.25,2.6,2.2,3.4,2.75
E3,12/08/00,Plymouth,Leyton Orient,0,1,A,0,1,A,5649,Paul Armstrong,4,5,3,3,0,0,3,4,7,10,2,5,1,1,0,1,10,35,,,,1.7,3.2,3.6,,,,1.73,3.25,4.33,1.66,3.4,4.5
E3,12/08/00,Rochdale,Darlington,1,1,D,0,1,A,3255,Mark Cooper,17,2,13,1,0,0,8,2,11,19,6,7,1,5,0,0,10,50,,,,2.35,3,2.35,,,,2.5,3.2,2.5,2.5,3.2,2.5
E3,12/08/00,Southend,Brighton,2,0,H,1,0,H,7492,Roger Furnandiz,13,10,9,7,0,0,8,2,7,15,7,3,0,0,0,0,0,0,,,,2.35,3,2.35,,,,2.5,3.2,2.5,2.5,3.2,2.5
E3,19/08/00,Barnet,Mansfield,3,3,D,3,1,H,1732,Matt Messias,16,11,10,6,0,0,7,6,13,16,3,6,0,1,0,0,0,10,,,,1.65,3.2,3.8,1.65,3.4,4.5,1.75,3.25,4,1.66,3.5,4.33
E3,19/08/00,Brighton,Rochdale,2,1,H,2,1,H,6076,Phil Prosser,7,8,3,4,0,0,10,4,17,18,7,3,3,3,1,1,55,55,,,,1.65,3.2,3.8,1.7,3.25,4.3,1.7,3.4,4.2,1.66,3.4,4.5
E3,19/08/00,Cardiff,Blackpool,1,1,D,1,0,H,11019,Lee Cable,16,8,8,2,0,0,11,5,13,16,1,1,2,3,0,0,20,30,,,,1.7,3.2,3.6,1.85,3.25,3.75,1.7,3.25,4.33,1.72,3.25,4.33
E3,19/08/00,Darlington,Exeter,1,1,D,1,0,H,4056,Howard Webb,14,6,6,2,0,0,13,3,4,8,5,8,1,1,0,0,10,10,,,,1.5,3.5,4.5,1.6,3.4,5,1.53,3.4,5.5,1.5,3.75,5.5
E3,19/08/00,Halifax,Lincoln,1,1,D,0,0,D,2013,George Cain,8,12,4,7,0,0,7,7,6,9,2,4,0,1,0,0,0,10,,,,1.9,3,3.1,1.9,3.25,3.5,1.91,3.25,3.4,1.83,3.4,3.6
E3,19/08/00,Hartlepool,Chesterfield,1,2,A,1,1,D,3583,Trevor Jones,7,11,6,4,0,1,9,4,5,18,1,2,0,2,0,0,0,20,,,,2.2,3,2.6,2.25,3.25,2.75,2.25,3.2,2.75,2.25,3.25,2.75
E3,19/08/00,Hull,Plymouth,1,1,D,1,0,H,5431,Tony Bates,14,6,10,1,0,0,4,4,11,9,3,2,0,2,0,0,0,20,,,,2.2,3,2.6,2.2,3.4,2.75,2.1,3.3,2.88,2.2,3.4,2.7
E3,19/08/00,Leyton Orient,Carlisle,1,0,H,1,0,H,4320,Mike North,8,10,4,4,0,0,12,2,20,17,2,5,1,1,0,0,10,10,,,,1.6,3.3,4,1.7,4.3,4.33,1.67,3.4,4.33,1.66,3.4,4.5
E3,19/08/00,Scunthorpe,Kidderminster,2,0,H,1,0,H,3761,Chris Foy,13,8,6,3,1,0,5,11,7,8,5,3,2,1,1,0,45,10,,,,1.85,3,3.3,2.2,3.4,2.75,2.1,3.25,3,1.9,3.25,3.5
E3,19/08/00,Shrewsbury,Macclesfield,2,2,D,2,1,H,2822,Paul Rejer,9,9,3,5,0,1,7,11,12,10,2,4,1,1,0,0,10,10,,,,2.3,2.9,2.5,2.2,3.25,2.85,2.25,3.2,2.75,2.37,3.4,2.5
E3,19/08/00,Torquay,Southend,1,1,D,0,1,A,2528,Mark Warren,9,7,2,4,1,0,7,4,15,15,1,6,4,1,0,0,40,10,,,,2,3,2.9,2.2,3.25,2.85,2.1,3.2,3,2.1,3.25,3
E3,19/08/00,York,Cheltenham,0,2,A,0,1,A,2793,Mike Pike,10,15,5,10,0,0,9,10,11,12,4,3,3,1,0,0,30,10,,,,2.2,3,2.6,2.2,3.25,2.85,2.2,3.25,2.75,2.25,3.25,2.75
E3,25/08/00,Carlisle,York,1,1,D,0,0,D,4087,Phil Richards,12,7,4,2,1,1,6,4,5,1,4,1,1,5,0,0,10,50,,,,2.2,3,2.6,,,,2.2,3.2,2.8,2.2,3.2,2.87
E3,26/08/00,Barnet,Cardiff,2,2,D,1,0,H,2264,Peter Jones,9,14,5,5,0,0,5,10,13,12,4,4,1,1,0,0,10,10,,,,2.35,3,2.35,2.35,3.4,2.5,2.5,3.2,2.5,2.5,3.2,2.5
E3,26/08/00,Blackpool,Leyton Orient,2,2,D,1,2,A,4816,David Laws,8,7,6,4,0,0,4,5,6,17,2,2,1,3,0,0,10,30,,,,1.85,3.1,3.2,1.7,3.25,4.3,1.8,3.3,3.75,1.8,3.4,3.75
E3,26/08/00,Cheltenham,Torquay,2,0,H,1,0,H,3568,Andy Hall,10,6,4,2,0,0,5,6,13,13,1,1,4,4,1,1,65,65,,,,1.7,3.2,3.6,1.7,3.25,4.3,1.73,3.25,4.2,1.72,3.2,4.5
E3,26/08/00,Chesterfield,Shrewsbury,3,0,H,2,0,H,4338,Roy Pearson,14,9,11,6,0,0,7,8,8,8,1,1,0,0,0,0,0,0,,,,1.4,3.7,5,1.45,3.75,6.5,1.4,4,6.25,1.44,3.75,6.5
E3,26/08/00,Exeter,Hartlepool,1,1,D,0,1,A,2967,Clive Wilkes,13,7,5,2,0,0,1,6,16,12,5,4,2,1,0,0,20,10,,,,2.5,2.9,2.3,2.5,3.2,2.5,2.5,3.25,2.4,2.62,3.2,2.37
E3,26/08/00,Kidderminster,Halifax,2,1,H,2,1,H,2956,Mark Cowburn,15,12,11,3,0,0,7,3,12,9,3,8,2,1,1,0,45,10,,,,1.85,3.1,3.2,1.7,3.25,4.3,1.67,3.3,4.5,1.66,3.4,4.5
E3,26/08/00,Lincoln,Brighton,2,0,H,2,0,H,3021,Steve Baines,8,16,5,11,0,1,4,16,31,18,4,2,1,0,0,0,10,0,,,,2.5,2.9,2.3,2.75,3.25,2.25,2.75,3.2,2.25,2.62,3.2,2.37
E3,26/08/00,Macclesfield,Hull,0,0,D,0,0,D,1795,Brian Curson,13,11,4,6,0,0,6,5,10,6,6,9,2,2,0,0,20,20,,,,2,3,2.9,2.1,3.25,3,2,3.25,3.2,2,3.25,3.25
E3,26/08/00,Plymouth,Mansfield,2,0,H,0,0,D,4069,Bill Jordan,11,5,5,3,0,1,10,4,6,12,2,2,2,3,0,1,20,55,,,,1.75,3.2,3.5,1.8,3.25,4,1.73,3.25,4.2,1.61,3.4,5
E3,26/08/00,Rochdale,Scunthorpe,3,2,H,1,1,D,2561,Mark Warren,19,8,8,4,0,0,7,5,13,8,2,8,2,1,0,0,20,10,,,,2.3,2.9,2.5,2.35,3.2,2.6,2.38,3.2,2.6,2.37,3.2,2.62
E3,26/08/00,Southend,Darlington,0,2,A,0,0,D,3444,Paul Armstrong,7,8,4,3,0,0,3,4,19,17,9,3,1,2,0,0,10,20,,,,2.3,2.9,2.5,2.25,3.25,2.75,2.38,3.2,2.6,2.37,3.2,2.62
E3,28/08/00,Brighton,Kidderminster,0,2,A,0,0,D,6274,Steve Bennett,18,8,6,2,2,0,11,3,10,12,3,1,1,0,0,0,10,0,,,,1.75,3.2,3.5,1.7,3.5,4,1.85,3.3,3.5,1.8,3.4,3.75
E3,28/08/00,Cardiff,Southend,2,2,D,2,0,H,7628,John Brandwood,11,10,3,2,1,0,8,4,12,18,1,1,1,2,0,1,10,45,,,,1.55,3.3,4.5,1.7,3.5,4,1.53,3.5,5.5,1.57,3.6,5
E3,28/08/00,Halifax,Rochdale,1,2,A,1,1,D,2783,Colin Webster,5,4,3,2,0,0,5,5,16,14,6,7,0,0,0,0,0,0,,,,2.2,3,2.6,2.2,3.4,2.75,2.2,3.2,2.8,2.37,3.2,2.62
E3,28/08/00,Hartlepool,Cheltenham,0,0,D,0,0,D,2870,Phil Richards,9,6,6,4,0,0,5,7,7,17,2,2,0,1,0,0,0,10,,,,1.9,3.1,3,2.35,3.4,2.5,2.2,3.2,2.8,2,3.25,3.25
E3,28/08/00,Hull,Lincoln,1,1,D,1,1,D,5780,Steve Lodge,24,9,10,4,1,0,9,4,9,12,1,6,0,3,0,0,0,30,,,,1.8,3.1,3.4,1.7,3.4,4,1.91,3.2,3.5,1.72,3.5,4
E3,28/08/00,Leyton Orient,Exeter,2,1,H,0,1,A,4098,Michael Jones,16,7,5,4,0,0,11,5,13,16,7,1,2,1,0,0,20,10,,,,1.55,3.3,4.5,1.7,3.25,4.3,1.6,3.4,5,1.57,3.6,5
E3,28/08/00,Mansfield,Macclesfield,4,4,D,2,2,D,3360,M Clattenburg,14,17,8,9,0,2,2,9,15,10,5,2,2,0,0,0,20,0,,,,1.9,3.1,3,1.9,3.5,3.25,2,3.2,3.25,2,3.25,3.25
E3,28/08/00,Scunthorpe,Chesterfield,1,1,D,0,0,D,5154,Graham Laws,10,5,6,4,0,0,12,3,14,8,1,3,1,3,0,1,10,55,,,,2.6,3,2.2,2.6,3.2,2.35,2.75,3.2,2.25,2.62,3.2,2.37
E3,28/08/00,Torquay,Blackpool,3,2,H,0,1,A,2384,Mark Cooper,9,14,4,4,0,2,6,5,11,14,4,8,1,0,0,0,10,0,,,,2.5,2.9,2.3,2.75,3.4,2.2,2.5,3.2,2.4,2.62,3.2,2.37
E3,28/08/00,York,Barnet,1,0,H,0,0,D,1981,David Pugh,14,7,11,1,0,1,8,6,9,13,3,3,0,0,0,0,0,0,,,,2.3,2.9,2.5,2.5,3.4,2.35,2.38,3.25,2.5,2.37,3.2,2.62
E3,29/08/00,Darlington,Plymouth,1,0,H,1,0,H,4415,Paul Robinson,9,5,3,2,0,0,3,6,13,7,0,12,1,2,1,0,35,20,,,,1.7,3.2,3.6,1.7,3.4,4,1.7,3.4,4.2,1.8,3.4,3.75
E3,29/08/00,Shrewsbury,Carlisle,0,1,A,0,0,D,2912,Alan Wiley,10,5,2,2,0,0,4,5,8,12,1,3,1,3,0,0,10,30,,,,1.9,3.1,3,2,3.25,3.25,2.1,3.2,3,2,3.25,3.25
E3,02/09/00,Brighton,Torquay,6,2,H,4,2,H,5804,Peter Walton,13,5,12,5,1,0,6,3,19,10,4,3,1,2,0,1,10,45,,,,1.7,3.2,3.6,1.61,3.6,4.5,1.73,3.25,4.33,1.66,3.4,4.5
E3,02/09/00,Chesterfield,Barnet,1,2,A,0,1,A,4340,Mick Fletcher ,9,9,4,5,1,0,3,5,13,11,4,2,1,3,0,0,10,30,,,,1.5,3.5,4.5,1.55,3.6,5,1.5,3.5,6,1.5,3.5,6
E3,02/09/00,Darlington,York,1,1,D,1,1,D,5170,Eddie Wolstenholme,9,12,5,4,3,0,4,4,8,9,7,7,4,1,0,0,40,10,,,,1.5,3.5,4.5,1.55,3.6,5,1.57,3.4,5.5,1.57,3.4,5.5
E3,02/09/00,Exeter,Mansfield,0,0,D,0,0,D,2737,Phil Prosser,8,10,4,2,0,2,6,2,16,23,2,7,5,4,1,0,75,40,,,,2.1,3,2.8,2.2,3.25,2.85,2.1,3.25,3,2.2,3.2,2.87
E3,02/09/00,Halifax,Leyton Orient,2,2,D,0,2,A,1592,Graham Laws,15,6,7,4,1,0,11,6,12,19,5,6,2,0,0,0,20,0,,,,2.6,3,2.2,2.6,3.2,2.35,2.5,3.2,2.5,2.75,3.25,2.25
E3,02/09/00,Hartlepool,Shrewsbury,1,3,A,0,1,A,2710,Mike Pike,10,10,5,5,0,1,7,1,11,10,3,0,0,1,0,0,0,10,,,,1.5,3.5,4.5,1.65,3.4,4.5,1.53,3.5,5.5,1.5,3.5,6
E3,02/09/00,Hull,Cheltenham,0,2,A,0,0,D,4750,Howard Webb,10,12,3,5,0,0,4,2,10,10,3,9,0,1,0,0,0,10,,,,2.35,3,2.35,2.5,3.2,2.5,2.4,3.2,2.6,2.5,3.2,2.5
E3,02/09/00,Kidderminster,Carlisle,0,1,A,0,0,D,4052,Paul Armstrong,13,8,4,6,1,0,3,4,16,13,1,0,0,1,0,0,0,10,,,,1.55,3.4,4.2,1.61,3.4,5,1.57,3.4,5.5,1.57,3.4,5.5
E3,02/09/00,Lincoln,Southend,3,0,H,0,0,D,2691,Brian Curson,13,15,5,7,0,0,5,4,20,16,3,1,3,3,0,0,30,30,,,,2.1,3,2.8,2.35,3.2,2.6,2,3.25,3.25,2.2,3.2,2.87
E3,02/09/00,Plymouth,Macclesfield,0,1,A,0,0,D,3888,Mike North,11,4,6,2,0,0,5,7,11,16,4,0,1,2,0,0,10,20,,,,1.65,3.2,3.8,1.65,3.4,4.5,1.73,3.25,4.33,1.66,3.4,4.5
E3,02/09/00,Rochdale,Cardiff,1,1,D,0,1,A,2824,Mike Dean,18,10,10,6,0,0,11,6,15,10,5,10,0,0,0,0,0,0,,,,2.35,3,2.35,2.6,3.2,2.35,2.4,3.2,2.6,2.5,3.2,2.5
